kode_rs,nama_unit,alamat,telp,prov,lat,lng
1406016,RS Umum Daerah  Bangkinang,"Jl Lingkar Bangkinang-Batu Belah, Kampar, Riau",0762323330,R I A U,0.35192282278072656,101.0487962122229
1409022,RS Umum Daerah  Dr. RM. Pratomo Bagansiapiapi,"Jl Pahlawan No.13, Bagansiapiapi",,R I A U,2.1523,100.81
1402012,RS Umum Daerah  Indrasari Rengat,Jl Lintas Timur Sumatera Rengat,0769341061 ,R I A U,-0.3940,102.442
1403013,RS Umum Daerah  Puri Husada Tembilahan,Jl Veteran No. 52 Tembilahan,,R I A U,-0.3471,103.169
1404014,RS Umum Daerah  Selasih Riau,Jl Rumah Sakit No.01 Pkl Kerinci,082375502156,R I A U,0.40294,101.845
1403035,RS Umum Daerah  Tengku Sulung,"Jl Penunjang Pulau Kijang, Kec.Reteh ",082375502156,R I A U,-0.7145,103.244
1401011,RS Umum Daerah Teluk Kuantan,Jl Kesehatan No. 1 Sinambek,,R I A U,-0.5314,101.565
1471215,RSU TNI-AU Lanud Roesmin Nurjadin,Jl. Adi Sucipto No. 123 Kelurahan Maharatu Kec. Marpoyan Damai,,R I A U,0.43451,101.431
1471384,RS Awal Bros A. Yani,Jl A. Yani No. 73,076121000,R I A U,0.521117,101.443357
1471399,RS Hermina Pekanbaru,Jl. Tuanku Tambusai RT. 03 RW. 02 Kel. Delima Kec. Tampan Kota Pekanbaru,07618412020,R I A U,0.49960013037370016,101.41237074186307
1471387,RS Ibu dan Anak  Zainab,Jl Ronggo warsito I No 01,082211631200,R I A U,0.513951,101.454731
1471150,RS Prof. Dr. Tabrani,"Jl Jend. Sudirman 410, Pekanbaru",085374419082,R I A U,0.50462,101.452
1471022,RS Tk. IV Pekanbaru,Jl Kesehatan No 2 Pekanbaru,,R I A U,0.5364410602458536,101.4410839240551
1471396,RS Umum  Aulia Hospital,Jl HR Soebrantas No 63,07616700000,R I A U,0.4639642,101.3854418
1471390,RS Umum  Awal Bros Panam,Jl HR. Soebrantas No 88 Panam,0761586888,R I A U,0.4638563909613916,101.39022795949404
1471226,RS Umum  Awal Bros Pekanbaru,Jl Sudirman No.117 Pekanbaru,08117079090,R I A U,0.49710,101.456
1471161,RS Umum  Bina Kasih,"Jl Samanhudi No.3-5,Pekanbaru",076132195,R I A U,0.5356205068371142,101.44555826187138
1404025,RS Umum  Efarina,Jl Lintas Timur No.1 Pangkalan Kerinci Riau,0761494500,R I A U,0.39363,101.856
1471135,RS Umum  Islam Ibnu Sina,Jl Melati No.60 Pekanbaru,076124242,R I A U,0.52607,101.437
1471382,RS Umum  Pekanbaru Medical Center,"Jl Lembaga Pemasyarakatan No.25, Gobah Pekanbaru",0761848100,R I A U,0.51418,101.459
1408080,RS Umum  Permata Hati,Jl Jend. Sudirman No. 37,081261823811,R I A U,1.1166888250469804,101.36658292187496
1471397,RS Umum  Prima Pekanbaru,Jl Bima NO.1 Tuanku Tambusai Kel. Delima Kec. Tampan,082385938114,R I A U,0.49702861739059695,101.40031962600096
1471392,RS Umum  Universitas Riau,"Kompleks Bina Widya KM 12,5 Simpang Baru, Panam",085105603000,R I A U,0.46978907243399204,101.38029425349578
1408011,RS Umum Daerah  Bengkalis,"Jl Kelapapati Tengah No.90, Bengkalis",07667008400,R I A U,1.46654,102.251
1410043,RS Umum Daerah  Kabupaten Kepulauan Meranti,Jl Dorak,085363965633,R I A U,0.92010,102.67
1408032,RS Umum Daerah  Kec.Mandau,Jl Stadion No.10 Duri Bengkalis,0765596341,R I A U,1.25962,101.213
1473013,RS Umum Daerah  Kota Dumai,"Jl Tanjung Jati No.4, Dumai.",076171363,R I A U,1.67999,101.459
1471091,RS Umum Daerah  Petala Bumi ,"   Jl Dr. Soetomo No.65, Pekanbaru",076123024,R I A U,0.53025,101.456
1403024,RS Umum Daerah  Raja Musa,Jl Tunas Harapan Sungai Guntung Kec Kateman,081372793776,R I A U,0.29297111270416315,103.65243106093749
1407011,RS Umum Daerah  Rokan Hulu,"Jl Syekh Ismail, Pasir Pengaraian",085265913882,R I A U,0.84111,100.288
1408067,RS Umum PT. Chevron Pacific Indonesia,Komplek Merapi Camp PT Chevron Pacific Indonesia Duri,,R I A U,1.24655,101.188
1571159,RS Islam Arafah,Jl. Mpu Gandring No.1 Kebun Jeruk,074162711,Jambi,-1.6029390773068624,103.60195188727721
1571164,RS Umum Rimbo Medika,"Jl, Kap. Pattimura RT. 02 No. 58 Jambi kelurahan kenali besar,kec alam barajo",0741582030,Jambi,-2.4185588,108.4919086
1571034,RS Bhayangkara Jambi,Jl. Raden Mathaher No.03 Jambi,074134409,Jambi,-1.58788,103.619924
1571136,RS Jiwa Daerah Provinsi Jambi,"Jl. Dr. Purwadi Km.9,5 Jambi",0741580254,Jambi,-1.6186,103.554
1503039,RS Langit Golden Medika,Jl. Lintas Sumatera KM. 02 Simpang MAN Aur Gading Sarolangun,082373436004,Jambi,-2.30249888,102.70618525
1571168,RS Mitra,Jl. Jenderal Basuki Rahmat No 77,07413041377,Jambi,-2.4185588,108.4919086
1504017,RS Royal Prima,Jl. Raden Wijaya RT 35 Kebon Kopi Kec Jambi Selatan,082379555565,Jambi,-1.6401662299584872,103.62389461065673
1571147,RS Siloam Jambi,"Jl. Soekarno - Hatta Paal Merah,Jambi",07415919000,Jambi,-1.6284563842674815,103.63574368310353
1571023,RS Tk. IV dr. Bratanata,"Jl. Raden Mattaher No. 33,Jambi",074134212,Jambi,-1.5917,103.619
1571163,RS Umum Baiturahim Jambi,"Jl. Prof. M. Yamin SH, No. 30 Kel. Lebak Bandung",074135165,Jambi,-1.6059351738661507,103.60534756389006
1505016,RS Umum Daerah Ahmad Ripin,Jl. Lintas Timur Komp. Perkantoran Bukit Cinto Kenang,0741590056,Jambi,-1.7031,103.822
1571158,RS Umum Daerah H. Abdul Manap,Jl. SK.Rd.Syahbuddin Kel. Mayang Mangurai Kec.Kota Baru Jambi,07415910180,Jambi,-1.6500,103.625
1571169,RS Umum Daerah H. Abdurrahman Sayoeti,Jl. KH. Hasan Anang No. 33 Kel. Olak Kemang Kec. Danau Teluk Kota Jambi,089661566070,Jambi,-1.5806244628582886,103.60197058777284
1509013,RS Umum Daerah H. Hanafie,Jl. Teuku Umar 88  Muara Bungo,085378607477,Jambi,-1.5094,101.961
1504015,RS Umum Daerah Haji Abdoel Madjid Batoe,Jl. Prof. Dr. Sri Soedewi  Muara Bulian,074321043,Jambi,-1.7031380617797172,103.26616629695894
1507010,RS Umum Daerah KH. Daud Arif,"Jl. Syarif Hidayatullah, No. 14 Kuala Tungkal",074221621,Jambi,-0.824086,103.469080
1502014,RS Umum Daerah Kolonel Abundjani/Bangko,"Jl. Kesehatan No.20, Bangko",07462145921118,Jambi,-2.0690,102.276
1501012,RS Umum Daerah Mayjen H. A. Thalib,Jl. Basuki Rahmat Sungai Penuh Kabupaten Kerinci,074821118,Jambi,-2.0704,101.368
1506011,RS Umum Daerah Nurdin Hamzah,Jl. WR. Supratman Kel. Parit Culum I Kec. Muara Sabak Barat,08117421400,Jambi,-1.1364,104.008
1503036,RS Umum Daerah Prof. Dr. H.  Chatib Quzwain,"Jl. Lintas Sumatera Km.09 Desa Bukit, Sarolangun",074591646,Jambi,-2.374844058411865,102.71470278263088
1571012,RS Umum Daerah Raden Mattaher Jambi,Jl. Letjen Suprapto no. 31 Jambi,074161692,Jambi,-1.6139,103.584
1508013,RS Umum Daerah Sultan Thaha Saifuddin,Jl. Sultan Thaha Saifuddin KM. 04 Muara Tebo,074421372,Jambi,-1.4689846166097094,102.4280490646363
1505027,RS Umum Daerah Sungai Bahar,Jl. Soekarno Hatta Desa Suka Makmur Kecamatan Sungai Bahar Kabupaten Muaro Jambi,085269986022,Jambi,-1.965908567325126,103.43055543422697
1505028,RS Umum Daerah Sungai Gelam,Jl. Ketaling KM. 21 Sungai Gelam,082388203192,Jambi,-1.749738,103.844948
1507013,RS Umum Daerah Suryah Khairuddin,"Jl. Lintas Timur  Kec. Merlung, Kab. Tanjung Jabung Barat",085377910100,Jambi,-1.2709409968704264,103.0581072617415
1571162,RS Umum Kambang,Jl. Kol. Amir Hamzah No. 35 Sei Kambang Jambi,074161714,Jambi,-1.6169862,103.5873608
1571067,RS Umum Mayang Medical Centre,"Jl. Ir.H. Juanda No.56 Simp III Sipin, Jambi",0741671222,Jambi,-1.6230929207564722,103.58821095621579
1572003,RS Umum Melati,Jl. Ahmad Yani No. 36 Kel/Kec. Sungai Penuh,074821145,Jambi,-2.4185588,108.4919086
1571045,RS Umum Santa Theresia,Jl. Dr. Sutomo No.19 Jambi,074123119,Jambi,-1.5922992,103.6174856
1674002,RS AR Bunda Kota Lubuk Linggau,"Jl. Garuda No. 245 RT. 03 Kel. Bandung Kiri Kec. Lubuklinggau Barat I Kota Lubuklinggau, Sumsel",082186191309,Sumatera Selatan,-3.2968148,102.8622437
1671331,RS Bhayangkara Palembang,"JL. JENDERAL SUDIRMAN KM 4,5 Palembang Sumatera Selatan",0711414855,Sumatera Selatan,-2.958687,104.737423
1607014,RS Hermina OPI Jakabaring,Jl. Gub H A Bastari RT 026 Dusun II Desa Sungai Kedukan Kec Rambutan,081133305811,Sumatera Selatan,-2.4185588,108.4919086
1671327,RS Karya Asih Charitas Palembang,JL.BETAWI RAYA NO 1340 RT 22 RW 06 PALEMBANG,0711817196,Sumatera Selatan,-2.4185588,108.4919086
1674003,RS Siloam Silampari,Jl Yos Sudarso Rt 11 Kelurahan Taba Jemekeh Kecamatan Lubuklinggau Timur 1 ,07333035900,Sumatera Selatan,-2.4185588,108.4919086
1671335,RS Siloam Sriwijaya Palembang,JL.POM IX (KOMPLEK PS MALL) KELURAHAN LOROK PAKJO,07115229100,Sumatera Selatan,-2.4185588,108.4919086
1671343,RS Umum Ar-Rasyid Palembang,JL. H. M. Saleh No. 02 KM. 7 Kel. Sukarami Kec. Sukarami Palembang,07115610503,Sumatera Selatan,-2.4185588,108.4919086
1603030,RS Umum Bukit Asam Medika,"Jl. Raya Bukit Asam no 118,Tanjung Enim",0734451096,Sumatera Selatan,-3.6506,103.771
1671243,RS Umum Bunda Palembang,Jl. Demang Lebar Daun No 70 Palembang,0711312866,Sumatera Selatan,-2.9763,104.743
1607012,RS Umum Daerah Banyuasin,"Jl. Raya Palembang - Betung Km.48,Pangkalan Balai Banyuasin",0711891647,Sumatera Selatan,-2.8528,104.543
1673031,RS Umum Daerah Basemah Kota Pagar Alam,Jl. AIS Nasution No.3,082177798877,Sumatera Selatan,-4.00988080982384,103.25201810836792
1610003,RS Umum Daerah Kabupaten Ogan Ilir,Komplek perkantoran pemerintah daerah ogan ilir desa sejaro sakti kecamatan indralaya,07117583024,Sumatera Selatan,03.256.15,104.646.70
1605044,RS Umum Daerah Muara Beliti, Jl. Poros Agropolitan Center,07334540193,Sumatera Selatan,-3.2389227944117116,103.0110466270445
1605043,RS Umum Daerah Rupit Kabupaten Musi Rawas Utara,Jl.Kesehatan No.1 desa lawang agung kec. Rupit,07333282129,Sumatera Selatan,-2.6980141,102.9003263
1674032,RS Umum Daerah Siti Aisyah Kota Lubuk Linggau,"Jl. Lapter Silampari No. 20 Rt. 01 Kel.Air Kuti,Lubuk Linggau Timur I ",0733451604,Sumatera Selatan,-3.2698,102.919
1671035,RS Umum dr. AK. Gani Kota Palembang,Jl. dr AK Gani no I Palembang,081271102008,Sumatera Selatan,-2.990536614214738,104.75994857406613
1671276,RS Umum Myria Palembang,Jl. Kol. H. Barlian Km. 7 Palembang,0711411610,Sumatera Selatan,-2.941226798486607,104.72597364187243
1671046,RS Umum Pusri Palembang,"Jl May Zen Kompl Pusri, 2 Ilir Palembang",0711721313,Sumatera Selatan,-2.9684,104.816
1672074,RS AR Bunda Kota Prabumulih,Jl. Angkatan 45 Kel.Prabumulih Timur,08127166809,Sumatera Selatan,-3.409633,104.254771
1607017,RS Bunda Medika Jakabaring,Jl. Gubernur H.A. Bastari Jakabaring Desa Sungai Kedukan Kecamatan Rambutan,085384532735,Sumatera Selatan,-2.4185588,108.4919086
1671325,RS Hermina Palembang,JL. BASUKI RAHMAT NO 897 RT 897 RT 11 RW 003 PALEMBANG,0711321541,Sumatera Selatan,-2.955951968134232,104.74863915648803
1671340,RS Ibu dan Anak Az-Zahra Palembang,Jl.Brigjend Hasan Kasim No. 1-2 Kel. Bukit Sangkal Kec. Kalidoni Palembang,0711822723,Sumatera Selatan,-2.9422007914581623,104.78427809206539
1674005,RS Ibu dan Anak Dwi Sari,Jl. Yos Sudarso No. 2 ,081272068450,Sumatera Selatan,-3.2751699,102.901185
1603090,RS Ibu dan Anak Karunia Indah Medika,Jl. Mayor Tjik Agus Kiemas Lintas Kepur Muara Enim,081273373378,Sumatera Selatan,-2.4185588,108.4919086
1609012,RS Islam At-Taqwa Gumawang,"Jl.Inspeksi Irigasi Komering, Tanah Merah, Kec. Belitang Madang Raya",085379648888,Sumatera Selatan,-2.4185588,108.4919086
1671083,RS Islam Siti Khadijah,Jl. Demang Lebar Daun No.26,0711536008,Sumatera Selatan,-2.9714035538447767,104.730974105835
1671061,RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan,"Jl. Tembus Terminal No. 02, KM. 12 Kecamatan Alang Alang Lebar Kota Palembang",07115645123,Sumatera Selatan,-2.4185588,108.4919086
1671323,RS Khusus Mata Masyarakat Provinsi Sumatera Selat,Jl. Kol. H. Burlian KM.6 ,07115612838,Sumatera Selatan,-2.9911,104.756
1671312,RS Khusus Paru Palembang,"Jl. Merdeka No.10,Palembang",0711352010,Sumatera Selatan,-2.9911,104.756
1671301,RS Muhammadiyah Palembang,"Jl. A. Yani 13 Ulu, Palembang",0711511446,Sumatera Selatan,-2.996709841809831,104.77676896762841
1671333,RS Pelabuhan Palembang ,Jl. Mayor Memet Sastra Wirya No.1 Boom Baru,0711711843,Sumatera Selatan,-2.4185588,108.4919086
1672026,RS Pertamina Kota Prabumulih,"Jl. Kesehatan No.100,Prabumulih",0713382742,Sumatera Selatan,-3.4349,104.226
1604020,RS Tk. IV Lahat,"Jl. Letjen harun sohar No.26,Lahat",081377951551,Sumatera Selatan,-3.7924387,103.5354102
1671050,RS Umum Charitas Hospital Palembang,Jl. Sudirman 1054 Palembang,082177013867,Sumatera Selatan,-2.9765,104.754
1606032,RS Umum Daerah Bayung Lincir,"Jl Raya Palembang-Jambi KM 200 Kec, Bayung Lencir",08117423443,Sumatera Selatan,-2.073954521915166,103.67978208142517
1603063,RS Umum Daerah dr. H. M. Rabain Muara Enim,Jl. Sultan Mahmud Badarudin II No. 49,0734424345,Sumatera Selatan,-3.6672,103.774
1601013,RS Umum Daerah Dr. Ibnu Sutowo Baturaja,"Jl. Dr. Moh.Hatta No.1,Baturaja",0735320298,Sumatera Selatan,-4.1154,104.172
1674010,RS Umum Daerah Dr. Sobirin Kabupaten Musi Rawas,Jl. Yos Sudarso No. 13 Kelurahan Pasar Pemiri Kecamatan Lubuklinggau Barat II,0733321995,Sumatera Selatan,-3.2969,102.86
1671350,RS Umum Daerah Gandus Palembang,Jl. Sofyan Kenawas Gandus Palembang,081377666447,Sumatera Selatan,-2.9363884712796064,104.11442460937499
1611042,RS Umum Daerah Kabupaten Empat Lawang, Jl. Noerdin Pandji Km 5 Kel. Tanjung Kupang Kec. Tebing Tinggi Kab.empat Lawang,07027321500,Sumatera Selatan,-3.6385199999999998,103.0763197
1672015,RS Umum Daerah Kota Prabumulih,"Jl. Lingkar, Kel. Gunung Ibul, Kec. Prabumulih Timur",07133300400,Sumatera Selatan,-3.4817,104.237
1604016,RS Umum Daerah Lahat,Jl. Letjend Harun Sohar No.28,081373626356,Sumatera Selatan,-3.7900,103.538
1609011,RS Umum Daerah Martapura,Jl. Adiwiyata Simpang Lengot Kota Baru Kecamatan Martapura,07354840084,Sumatera Selatan,-4.374612,104.352918
1608051,RS Umum Daerah Muara Dua,Jl. Raya Ranau Desa Suka Jaya Kec.Muaradua,082279138430,Sumatera Selatan,-4.7970,104.084
1609083,RS Umum Daerah Ogan Komering Ulu Timur,Jl. Raya Belitang Rasuan No.1 Tulus Ayu Kecamatan Belitang Madang Raya,0735451815,Sumatera Selatan,-4.078497,104.648694
1671265,RS Umum Daerah Palembang Bari,"Jl. Panca Usaha No.1 Kel. 5 ulu Seb. Ulu I, PALEMBANG",0711519211,Sumatera Selatan,-2.9623,104.78
1607016,RS Umum Daerah Pratama Sukajadi,Jl. Palembang Betung Km. 14.5 Kel. Tanah Mas Kec. Talang kelapa.,,Sumatera Selatan,-2.9139233101479607,104.6724322339569
1606011,RS Umum Daerah Sekayu,Jl. Kol. Wahid Udin Lingkungan I Kel. Kayuara Kec. Sekayu Kab.Musi Banyuasin,07143330203,Sumatera Selatan,-2.8921,103.857
1671347,RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela,Jl. Kol. H. Burlian Km 6 ,07115718889,Sumatera Selatan,-2.9892094654114896,104.80050234999999
1606022,RS Umum Daerah Sungai Lilin,Jl. Palembang-Jambi Km.117 Kecamatan Sungai Lilin,08127273339,Sumatera Selatan,-3.3194,103.914
1603085,RS Umum Daerah Talang Ubi,Jl. Lingkar Handayani Kel. Handayani Mulia Kec. Talang Ubi,0713390566,Sumatera Selatan,-3.2782212454208746,103.82076911306376
1601002,RS Umum Dr. Noesmir Baturaja,Jln. Dr. Moh Hatta No 64 ,0735320123,Sumatera Selatan,-4.1234,104.179
1672002,RS Umum Fadhilah Kota Prabumulih,Jl. Jenderal Sudirman No.01 Kel. Patih Galung Kec. Prabumulih Barat,07133300032,Sumatera Selatan,-2.402093887825247,108.49396853652343
1671336,RS Umum Graha Mandiri ,Jl.ANWAR ARSYAD NO.12 RT.02 RW.07 KEL SIRING AGUNG,0711414082,Sumatera Selatan,-2.9685113930494835,104.7262533263893
1609046,RS Umum Panti Bhaktiningsih,Tegalrejo Belitang Kab. OKU Timur,0735450066,Sumatera Selatan,-4.1450,104.647
1671024,RS Umum Pertamina Palembang,"Komplek Pertamina Plaju, Palembang",0711597444,Sumatera Selatan,-3.0008927511793027,104.82427423858644
1671013,RS Umum Pusat Dr. Mohammad Hoesin Palembang,"Jl. Jendral Sudirman KM 3,5 Palembang",0711354088,Sumatera Selatan,-2.9729,104.752
1671072,RS Umum Pusat Dr. Rivai Abdullah,Jl. Sungai Kundur Kelurahan Mariana Kec. Banyuasin I ,07117537201,Sumatera Selatan,-2.9795094329980407,104.8638046119213
1601035,RS Umum Santo Antonio Baturaja,"Jl. Garuda No.3 KM.3 Desa Tanjung Baru, Kec. Baturaja Timur",0735320395,Sumatera Selatan,-4.139945,104.180942
1771040,RS Tk. IV Bengkulu,Jl. Zainul Arifin RT 05/01 Kel. Padang Nangka Kecamatan Singaran Pati Bengkulu,081274767970,Bengkulu,-3.8006,102.256
1771014,RS Umum Daerah Dr. M. Yunus Bengkulu,Jl. Bayangkara Kel. Sido Mulyo Kec. Gading Cempaka Kota Bengkulu,08117311151,Bengkulu,-3.8338,102.313
1771002,RS Umum Daerah Harapan dan Doa, Jl. Let. Jend. Basuki Rahmad  Kecamatan Ratu Samban Kota Bengkulu,0736345100,Bengkulu,-2.4185588,108.4919086
1701014,RS Umum Daerah Hasanuddin Damrah Manna,Jl. Raya Padang Panjang Manna Kabupaten Bengkulu Selatan,085381637684,Bengkulu,-4.441915042593702,102.89645432281498
1704028,RS Umum Daerah Kaur, Desa Cahaya Batin Kec. Semidang Gumay Kab. Kaur,085357133336,Bengkulu,-4.6945,103.26
1706019,RS Umum Daerah Mukomuko,Jl. Danau Nibung Desa Kota Praja Kecamatan Air Manjunto Kabupaten Mukomuko Provinsi Bengkulu,073752343466,Bengkulu,-2.5215678,101.14569
1705018,RS Umum Daerah Tais Kabupaten Seluma,Jl. Raya KM. 64 Selebar Kabupaten Seluma,082279231965,Bengkulu,-4.0490,102.528
1701016,RS As-syifa,Jl. Gerak Alam RT. 13 Kelurahan Kota Medan Kecamatan Kota Manna,085279099210,Bengkulu,-2.4185588,108.4919086
1771051,RS Bhayangkara Jitra Kota Bengkulu,Jl. Veteran No.2 Kelurahan Jitra Kota Bengkulu,085368600994,Bengkulu,-3.7923,102.254
1703045,RS Hana Charitas Arga Makmur,"Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara",0737522300,Bengkulu,-3.442899,102.178463
1706020,RS Ibu dan Anak AL-Barra,Jl. Pulai Berantai Desa Ujung Padang Kecamatan Kota Mukomuko,085279031935,Bengkulu,-2.5606459743975303,101.1102333566223
1771025,RS Jiwa Soeprapto Provinsi Bengkulu,Jl. Bhakti Husada Lingkar Barat Bengkulu,0736343339,Bengkulu,-3.8006,102.256
1703016,RS Umum Daerah Arga Makmur,Jl. Siti Khadijah No. 08 Arga Makmur Kabupaten Bengkulu Utara,0737521118,Bengkulu,-3.4423,102.191
1709038,RS Umum Daerah Bengkulu Tengah,"   Jl. Raya Bengkulu - Kepahiang  Km.27,5 Desa Durian Demang Kecamatan Karang Tinggi Kabupaten Bengk",0736734259,Bengkulu,-3.8006,102.256
1702015,RS Umum Daerah Curup,Jl. Dua Jalur Kab. Rejang Lebong,082175999247,Bengkulu,-3.458085395505383,102.54630520629881
1708010,RS Umum Daerah Kepahiang,Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang,081368083882,Bengkulu,-3.6437,102.574
1707026,RS Umum Daerah Lebong,Desa Muning Agung Kecamatan Lebong Sakti,082281280910,Bengkulu,-3.168127202643627,102.11920703125
1803036,RS Airan Raya,Airan Raya No. 99 Way Huwi Jati Agung,07215617799,Lampung,-5.350989644496523,105.2978911896614
1871438,RS Bhayangkara Polda Lampung,Jl. Pramuka No.88 Rajabasa Bandar Lampung,0721706402,Lampung,-5.3740,105.224
1805047,RS Ibu Anak Puri Adhya Paramita,Jl. SULTAN AGUNG NO. 5 BANDAR JAYA - TERBANGGI BESAR ,0725529399,Lampung,-4.937975,105.21195
1872053,RS Ibu dan Anak Anugerah Medical Center Metro,"Jl. Kunang 15 Kauman, Metro",072543209,Lampung,-5.118567026233476,105.310814666748
1806039,RS Medika Insani,Jl. Sumber Jaya No. 667 Desa Tanjung Baru Kecamatan Bukit Kemuning Kabupaten Lampung Utara,085279410025,Lampung,-4.895939521095895,104.54650788512572
1803033,RS Natar Medika,"Jl. Raya Natar No.4 Muara Putih, Lampung Selatan",072192521,Lampung,-5.3121,105.196
1802016,RS Panti Secanti,"Jl. Raya Gisting,Tanggamus",0729347553,Lampung,-5.4596,104.703
1871026,RS Tk. IV 02.07.04,"Jl. Dr. A.Rivai No.7, Bandar Lampung",082177052096,Lampung,-5.4025,105.259
1871020,RS Umum  Mardi Waluyo,"Jl. Jenderal Sudirman 156,Kota Metro, Lampung",072542512,Lampung,-5.118122070922519,105.29648781211483
1871282,RS Umum Advent Bandar Lampung,"Jl. Teuku Umar 48,Bandar Lampung",0721703459,Lampung,-5.392040998261177,105.26214527958632
1871234,RS Umum Bumi Waras,"Jl. W. Monginsidi No.235,Bandar Lampung",0721263851,Lampung,-5.4359,105.255
1872016,RS Umum Daerah Ahmad Yani Metro,Jl.Jend. A.Yani No.13 Kota Metro,07258002000,Lampung,-5.1139,105.306
1801015,RS Umum Daerah Alimuddin Umar,"Jl. Teuku Umar No. 3, Lampung Barat",072821211,Lampung,-5.3566,104.035
1803035,RS Umum Daerah Bandar Negara Husada,Kompleks Pemprov Lampung Kota Baru Jati Agung Kabupaten Lampung Selatan 35365,07215617667,Lampung,-5.297949564144839,105.40499250436817
1802027,RS Umum Daerah Batin Mangunang,"Jl. Soekarno Hatta Komplek Islamic Centre Kotaagung,Kab.Tanggamus",07227220638,Lampung,-5.4886,104.643
1871048,RS Umum Daerah Dr. A. Dadi Tjokrodipo," Jl. Basuki Rachmad No.73 Teluk Betung Utara, Bandar Lampung",0721471723,Lampung,-5.4396,105.254
1803021,"RS Umum Daerah Dr. H. Bob Bazar, SKM","Jl. Lettu Rohani 14 B,Kalianda",0727322159,Lampung,-5.7275578,105.5964602
1813001,RS Umum Daerah KH. Muhammad Thohir KRUI,Atar Sedangkek Pekon Way Suluh Kec. Krui Selatan Kab. Pesisir Barat,082372298787,Lampung,-5.21513600703906,103.97268681731566
1808015,RS Umum Daerah Menggala Tulang Bawang,"Menggala,Kab.Tulang Bawang",072621118,Lampung,-4.6102,105.221
1811002,RS Umum Daerah Ragab Begawe Caram,Jl. ZA. Pagar Alam Brabasan Kec. Tanjung Raya,082271060859,Lampung,-4.060732891884167,105.37728457656249
1804011,RS Umum Daerah Sukadana,"Jl. Letnan Adnan Sanjaya,Lintas Timur,Sukadana,Lamp.Timur",081368189892,Lampung,-5.0635733,105.5498187
1812003,RS Umum Daerah Tulang Bawang Barat, JL. DIPONEGORO PANARAGAN JAYA KEC. TULANG BAWANG TENGAH,07267575438,Lampung,-4.745005621918593,105.22896914687499
1809003,RS Umum Gladish Medical Center,Jln.Ahmad Yani No.36 Taman Sari Kec.Gedong Tataan,081373550684,Lampung,-5.3660725566387715,105.15142111983641
1871416,RS Umum Graha Husada,"Jl. Gajah Mada No.88,Bandar Lampung",0721240000,Lampung,-5.4146,105.267
1806035,RS Umum Handayani,"Jl. Soekarno - Hatta No.94,Kotabumi lampung Utara",0811725127,Lampung,-4.8402,104.875
1871180,RS Umum Imanuel Way Halim,"Jl. Sukarno Hatta Way Halim,Bandar Lampung",0721704900,Lampung,-5.3633,105.237
1805024,RS Umum Islam Asy-Syifaa Bandar Jaya,Jl. Lintas Sumatera KM 65 Yukum Jaya Terbanggi Besar Bandar Jaya,072525264,Lampung,-4.9243,105.213
1802038,RS Umum Mitra Husada,"Jl. Jend.A.Yani No.14 Pringsewu,Kab.Pringsewu",081279036111,Lampung,-2.4185588,108.4919086
1808016,RS Umum Mutiara Bunda,Jl. Lintas Timur No. 1147 Unit II  Kec. Bandar Agung,082289328696,Lampung,-2.4185588,108.4919086
1871449,RS Hermina Lampung,Jl. Tulang Bawang No. 21 Kel. Enggal Kec. Enggal,0721242525,Lampung,-5.4176583,105.2608852
